REGION,COUNTRY,PNET ID,Partner Tier,GSI (Y/N),High Touch (Y/N),Veritas Partners,Stakeholder type,"Areas of Support
",Activity type,"Activity 
Date
DD/MM/YYYY",Notes category,Notes (free text)
Greater China,China,8837813,Distribution Partner,No,Y,"Changhong IT Information Product CO.,LTD.",Partner,PRM related activities,Call/Chat Messaging,8/5/2021,General,Remind partner submit expiring claim
Greater China,China,50751,Platinum,No,Y,Systex Rainbow Tech Inc,Partner,PRM related activities,Call/Chat Messaging,8/5/2021,General,Remind partner submit expiring claim
Greater China,China,65999,Distribution Partner,No,Y,"VSTECS (SHANGHAI) TECHNOLOGY CO., LTD",Partner,PRM related activities,Call/Chat Messaging,8/5/2021,General,Remind partner submit expiring claim
Greater China,China,72183,Platinum,No,Y,ZheJiang University Innvotion TuLing Information Technology Co Ltd,Partner,PRM related activities,Call/Chat Messaging,8/5/2021,General,Remind partner submit expiring claim
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,Marketing Campaigns,Call/Chat Messaging,8/5/2021,General,Liaise with Alpha and Varun to develop BE Ransomware assets and brochure
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,Regional Reporting,Webex/MS Teams,8/5/2021,General,Call with Alice and Cherise to update FY21Q4 plan
Greater China,China,30807687,Platinum,No,Y,BEYONDWINET INFORMATION TECHNOLOGY,Partner,PRM related activities,Call/Chat Messaging,8/6/2021,General,Clarify partner question on Opportunity submission
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,Regional Reporting,Webex/MS Teams,8/6/2021,General,Call with GCR team to sync up
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,PRM related activities,Emails,8/6/2021,General,"Send distributor submit MB deal on behalf of partner guide to all DSM, PSM and DM"
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,VPDF Planning,Webex/MS Teams,8/6/2021,General,Finalize FY22Q1 VPDF Fund allocation for each region with Wally
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,Marketing Campaigns,Call/Chat Messaging,8/9/2021,General,Liaise with Alpha and Varun to develop BE Ransomware assets and brochure
Greater China,China,19538,Gold,No,Y,Technical Associates Inc.,Partner,PRM related activities,Call/Chat Messaging,8/9/2021,Escalations,Clarify partner question and help escalate Claim ID 510733 
Greater China,0,0,0,0,N,Veritas GCR,Partner,Non Marketing,Emails,8/9/2021,General,Update Jane on FY22Q1 VPDF Fund planning
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,Regional Reporting,Emails,8/9/2021,General,Send out GCR weekly report
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,PRM related activities,Webex/MS Teams,8/9/2021,General,Zoom call sync up with Catherine to align on BE and 5150 leaflet creation
Greater China,China,19729,Gold,No,Y,"Beijing Sinoage Technology Development Co., Ltd.",Partner,PRM related activities,Call/Chat Messaging,8/10/2021,General,Clarify partner questions on OTR and GTR payment and Claim ID 510480
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,PRM related activities,Call/Chat Messaging,8/10/2021,General,Clarify Daisy question on BE Ransomware translation status
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,PRM related activities,Call/Chat Messaging,8/10/2021,General,Clarify Ian Li question on FY22Q1 VPDF 
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,Marketing Campaigns,Call/Chat Messaging,8/10/2021,General,Liaise with Alpha to develop BE Ransomware assets and brochure
Greater China,China,19729,Gold,No,Y,"Beijing Sinoage Technology Development Co., Ltd.",Partner,PRM related activities,Call/Chat Messaging,8/11/2021,Escalations,Help partner escalaate Claim ID 510480 approval. Share FY22 VPDF guide to partner
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,Marketing Campaigns,Call/Chat Messaging,8/11/2021,General,Liaise with Alpha to develop BE Ransomware assets and brochure
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,Marketing Campaigns,Call/Chat Messaging,8/11/2021,General,Laise with Daisy and Hai Guang (SE) to review BE Ransomware translated assets 
Greater China,China,19538,Gold,No,Y,Technical Associates Inc.,Partner,PRM related activities,Call/Chat Messaging,8/11/2021,Escalations,Clarify partner question and help escalate Claim ID 510733 
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,PRM related activities,Emails,8/11/2021,General,Laise with Cherise on sales play tagging and FY21Q3 utilization
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,PRM related activities,Webex/MS Teams,8/11/2021,General,Power BI update call from Matt Baldes
Greater China,China,65999,Distribution Partner,No,Y,"VSTECS (SHANGHAI) TECHNOLOGY CO., LTD",Veritas Channel Ops,PRM related activities,Emails,8/11/2021,Escalations,Help provide POP materials to Tao Juan for Claim ID 510732 
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,Marketing Campaigns,Call/Chat Messaging,8/12/2021,General,Liaise with Alpha to develop BE Ransomware assets and brochure
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,Marketing Campaigns,Emails,8/12/2021,General,Laise with Daisy and Hai Guang (SE) to review BE Ransomware translated assets 
Greater China,China,19729,Gold,No,Y,"Beijing Sinoage Technology Development Co., Ltd.",Partner,PRM related activities,Call/Chat Messaging,8/12/2021,General,Clarify partner's question on FY22Q1 VPDF planning
Greater China,China,15245,Platinum,No,Y,"Beijing Com&Lan Tech. Corp., Ltd",Partner,PRM related activities,Call/Chat Messaging,8/12/2021,General,Clarify partner's question on VPDF submitted activity plan change
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,Marketing Campaigns,Call/Chat Messaging,8/13/2021,General,Liaise with Alpha to develop BE Ransomware assets and brochure
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,Marketing Campaigns,Emails,8/13/2021,General,Laise with Daisy and Hai Guang (SE) to review BE Ransomware translated assets 
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,Regional Reporting,Webex/MS Teams,8/13/2021,General,Weekly call with Wally
Greater China,China,19538,Gold,No,Y,Technical Associates Inc.,Partner,PRM related activities,Call/Chat Messaging,8/13/2021,General,Clarify partner's question on VPDF Claim ID 510733 approval status
Greater China,China,30807687,Platinum,No,Y,BEYONDWINET INFORMATION TECHNOLOGY,Partner,Marketing Campaigns,Call/Chat Messaging,8/13/2021,General,Share Kubernetes related marketing assets to partner
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,VPDF Planning,Emails,8/16/2021,General,Remind all PSM and DSM to submit FY22Q1 marketing plan
Greater China,China,30807687,Platinum,No,Y,BEYONDWINET INFORMATION TECHNOLOGY,Partner,PRM related activities,Call/Chat Messaging,8/16/2021,General,Clarify partner's question on NBU 9.1 localized Datasheet
Greater China,China,66004,Gold,No,Y,Beijing Teamsun Technology Co Ltd,Partner,PRM related activities,Call/Chat Messaging,8/16/2021,General,Clarify partner's question on VPDF Activity ID 413212 approval status
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,PRM related activities,Call/Chat Messaging,8/16/2021,General,Liaise with Anrui to schedule BERARC wechat article
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,Marketing Campaigns,Webex/MS Teams,8/16/2021,General,Liaise with Alpha to develop BE Ransomware assets and brochure
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,Marketing Campaigns,Emails,8/16/2021,General,Laise with Daisy and Hai Guang (SE) to review BE Ransomware translated assets 
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,PRM related activities,Emails,8/16/2021,General,Request to Alice and Cherise extend FY22Q1 submission deadline for GCR
Greater China,China,65999,Distribution Partner,No,Y,"VSTECS (SHANGHAI) TECHNOLOGY CO., LTD",Veritas Channel Ops,PRM related activities,Call/Chat Messaging,8/11/2021,Escalations,Escalate Claim ID 510732 approval
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,Marketing Campaigns,Call/Chat Messaging,8/17/2021,General,Liaise with Alpha to develop BE Ransomware assets and brochure
Greater China,China,17507699,Platinum,No,Y,Beijing uniwise technology Co.Ltd,Veritas Channel Ops,PRM related activities,Call/Chat Messaging,8/17/2021,General,Help partner request extension for Activity ID 413390 claim
Greater China,China,30807687,Platinum,No,Y,BEYONDWINET INFORMATION TECHNOLOGY,Partner,PRM related activities,Call/Chat Messaging,8/17/2021,General,Clarify partner's question on Claim ID 510810 approved amount
Greater China,China,65999,Distribution Partner,No,Y,"VSTECS (SHANGHAI) TECHNOLOGY CO., LTD",Veritas Channel Ops,PRM related activities,Call/Chat Messaging,8/17/2021,General,Update on Claim ID 510732 approval
Greater China,China,36522337,Distribution Partner,No,Y,Beijing Digital China Limited,Veritas Channel Ops,PRM related activities,Call/Chat Messaging,8/17/2021,General,Escalate partner and DSM to provide invoice POP for Claim ID 510942 
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,Regional Reporting,Emails,8/17/2021,General,Send out weekly report
Greater China,China,30807687,Platinum,No,Y,BEYONDWINET INFORMATION TECHNOLOGY,Veritas Channel Ops,PRM related activities,Emails,8/18/2021,Escalations,Escalate unapproved claim amount Claim ID 510810 to Claim Team
Greater China,China,72183,Platinum,No,Y,ZheJiang University Innvotion TuLing Information Technology Co Ltd,Partner,PRM related activities,Call/Chat Messaging,8/18/2021,General,Request extend last claimable date for Activity ID 413353
Greater China,Hong Kong,69554,Distribution Partner,No,Y,Systex Information (HK) Ltd.,Partner,Non Marketing,Call/Chat Messaging,8/18/2021,Escalations,Escalate Cherise to help fix claim submission issue for Activity ID 413232
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,VPDF Planning,Call/Chat Messaging,8/18/2021,General,Liaise with PSM and DSM on FY22Q1 VPDF marketing plan
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,Marketing Campaigns,Call/Chat Messaging,8/19/2021,General,Liaise with Alpha to develop BE Ransomware assets and brochure
Greater China,China,72183,Platinum,No,Y,ZheJiang University Innvotion TuLing Information Technology Co Ltd,Veritas Channel Ops,Non Marketing,Call/Chat Messaging,8/19/2021,Escalations,Request Cherise to extend last claimable date for Activity ID 413353
Greater China,China,17507699,Platinum,No,Y,Beijing uniwise technology Co.Ltd,Veritas Channel Ops,Non Marketing,Call/Chat Messaging,8/19/2021,Escalations,Request Cherise to extend last claimable date for Activity ID 413390 
Greater China,China,30807687,Platinum,No,Y,BEYONDWINET INFORMATION TECHNOLOGY,Veritas Channel Ops,PRM related activities,Emails,8/19/2021,Escalations,Escalate unapproved claim amount Claim ID 510810 to Claim Team
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,Marketing Campaigns,Call/Chat Messaging,8/19/2021,General,Liaise with Alpha to develop BE Ransomware assets and brochure
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,PRM related activities,Call/Chat Messaging,8/19/2021,General,Liaise with Anrui to schedule BE Bootcamp Wechat invite
Greater China,China,30807687,Platinum,No,Y,BEYONDWINET INFORMATION TECHNOLOGY,Partner,PRM related activities,Emails,8/20/2021,Escalations,Escalate unapproved claim amount Claim ID 510810 to Claim Team
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,Marketing Campaigns,Call/Chat Messaging,8/20/2021,General,Liaise with Alpha to develop BE Ransomware assets and brochure
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,PRM related activities,Call/Chat Messaging,8/20/2021,General,Liaise with Anrui to schedule BE Bootcamp Wechat invite
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,Marketing Campaigns,Call/Chat Messaging,8/20/2021,General,"Chase DPP, BE Ransomware asset from Varun"
Greater China,Hong Kong,36527825,Gold,No,Y,Nexify Limited,Partner,PRM related activities,Emails,8/20/2021,General,Guide partner to submit claim for Activity ID 413397
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,Regional Reporting,Call/Chat Messaging,8/20/2021,General,Weekly team call with Wally
Greater China,China,36522337,Distribution Partner,No,Y,Beijing Digital China Limited,Veritas Channel Ops,PRM related activities,Call/Chat Messaging,8/23/2021,General,Request invoice for Claim ID 510942 from Daisy
Greater China,China,17507699,Platinum,No,Y,Beijing uniwise technology Co.Ltd,Partner,Non Marketing,Emails,8/23/2021,General,Request company details for Alpha to prepare invoice
Greater China,Taiwan,25534,Platinum,No,Y,SYSTEX CORPORATION,Partner,Non Marketing,Emails,8/23/2021,General,Request company details for Alpha to prepare invoice
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,Marketing Campaigns,Call/Chat Messaging,8/23/2021,General,"Chase DPP, BE Ransomware asset from Varun"
Greater China,China,30807687,Platinum,No,Y,BEYONDWINET INFORMATION TECHNOLOGY,Partner,Non Marketing,Emails,8/23/2021,Escalations,Escalate unapproved claim amount Claim ID 510810 to Claim Team (system issue)
Greater China,China,17507699,Platinum,No,Y,Beijing uniwise technology Co.Ltd,Veritas Channel Ops,PRM related activities,Call/Chat Messaging,8/23/2021,General,Update PSM on Activity ID 413390 last claimable date
Greater China,China,72183,Platinum,No,Y,ZheJiang University Innvotion TuLing Information Technology Co Ltd,Partner,PRM related activities,Call/Chat Messaging,8/23/2021,General,Update partner on Activity ID 413353 last claimable date
Greater China,China,19729,Gold,No,Y,"Beijing Sinoage Technology Development Co., Ltd.",Partner,PRM related activities,Call/Chat Messaging,8/23/2021,General,Clarify partner question on invoice preparation
Greater China,China,50751,Platinum,No,Y,Systex Rainbow Tech Inc,Veritas Channel Ops,PRM related activities,Call/Chat Messaging,8/23/2021,General,Discuss and share with PSM to convert customer meeting from offline to online
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,Regional Reporting,Webex/MS Teams,8/23/2021,General,Call with Cherise to clarify claimable date extension issue and claim submission system issue
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,Marketing Campaigns,Emails,8/23/2021,General,Liaise with Alpha to develop BE Ransomware assets and brochure
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,Marketing Campaigns,Call/Chat Messaging,8/24/2021,General,Liaise with Alpha to develop BE Ransomware assets and brochure
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,Regional Reporting,Emails,8/24/2021,General,Send out weekly report
Greater China,China,15245,Platinum,No,Y,"Beijing Com&Lan Tech. Corp., Ltd",Partner,Non Marketing,Emails,8/24/2021,General,Inform partner to issue fapiao
Greater China,China,19729,Gold,No,Y,"Beijing Sinoage Technology Development Co., Ltd.",Partner,Non Marketing,Emails,8/24/2021,General,Inform partner to issue fapiao
Greater China,China,66004,Gold,No,Y,BEIJING TEAMSUN TECHNOLOGY CO LTD,Partner,Non Marketing,Emails,8/24/2021,General,Inform partner to issue fapiao
Greater China,China,30807687,Platinum,No,Y,BEYONDWINET INFORMATION TECHNOLOGY,Partner,Non Marketing,Emails,8/24/2021,General,"Inform partner to issue fapiao, clarify partner question on fapiao amount"
Greater China,China,31627735,Gold,No,N,JiNan RunNuo Information technology co. LTD,Partner,Non Marketing,Emails,8/24/2021,General,Inform partner to issue fapiao
Greater China,China,19536,Platinum,No,Y,Shanghai Nanyang Wanbang Software Tech. Co Ltd,Partner,Non Marketing,Emails,8/24/2021,General,Inform partner to issue fapiao
Greater China,China,50751,Platinum,No,Y,SYSTEX RAINBOW TECH INC,Partner,Non Marketing,Emails,8/24/2021,General,Inform partner to issue fapiao
Greater China,China,19538,Gold,No,Y,Technical Associates Inc.,Partner,Non Marketing,Emails,8/24/2021,General,Inform partner to issue fapiao
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,PRM related activities,Emails,8/24/2021,General,Discuss with Daisy on sales play webinar preparation
Greater China,China,50751,Platinum,No,Y,Systex Rainbow Tech Inc,Partner,Non Marketing,Emails,8/25/2021,General,Approve partner issued fapiao
Greater China,China,66004,Gold,No,Y,BEIJING TEAMSUN TECHNOLOGY CO LTD,Partner,Non Marketing,Emails,8/25/2021,General,Approve partner issued fapiao
Greater China,China,31627735,Gold,No,N,JiNan RunNuo Information technology co. LTD,Partner,Non Marketing,Emails,8/25/2021,General,Approve partner issued fapiao
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,PRM related activities,Call/Chat Messaging,8/25/2021,General,Liaise with Alpha to prepare invoice for partner to submit claim
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,PRM related activities,Call/Chat Messaging,8/26/2021,General,Liaise with SE Liu Hong Yue to prepare Sales Play webinar
Greater China,Hong Kong,7366,Gold,No,Y,Automated Systems (HK) Ltd,Partner,PRM related activities,Emails,8/26/2021,General,Chase partner submit FY21Q4 Activity Request
Greater China,China,15245,Platinum,No,Y,"Beijing Com&Lan Tech. Corp., Ltd",Veritas Channel Ops,PRM related activities,Call/Chat Messaging,8/26/2021,General,Chase partner submit FY21Q4 Activity Request
Greater China,Hong Kong,36527719,Gold,No,N,China Telecom Global,Veritas Channel Ops,PRM related activities,Emails,8/26/2021,General,Chase partner submit FY21Q4 Activity Request
Greater China,China,36522337,Distribution Partner,No,Y,Beijing Digital China Limited,Partner,PRM related activities,Call/Chat Messaging,8/26/2021,General,Chase partner submit FY21Q4 Activity Request
Greater China,China,19729,Gold,No,Y,"Beijing Sinoage Technology Development Co., Ltd.",Veritas Channel Ops,PRM related activities,Call/Chat Messaging,8/26/2021,General,Chase partner submit FY21Q4 Activity Request
Greater China,China,66004,Gold,No,Y,Beijing Teamsun Technology Co Ltd,Partner,PRM related activities,Call/Chat Messaging,8/26/2021,General,Chase partner submit FY21Q4 Activity Request
Greater China,China,31627735,Gold,No,N,JiNan RunNuo Information technology co. LTD,Partner,PRM related activities,Call/Chat Messaging,8/26/2021,General,Chase partner submit FY21Q4 Activity Request
Greater China,China,30807687,Platinum,No,Y,BEYONDWINET INFORMATION TECHNOLOGY,Partner,PRM related activities,Call/Chat Messaging,8/26/2021,General,Chase partner submit FY21Q4 Activity Request
Greater China,China,36526859,Gold,No,Y,"Shenzhen Interconnect technology co., LTD",Partner,PRM related activities,Call/Chat Messaging,8/26/2021,General,Chase partner submit FY21Q4 Activity Request
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,Marketing Campaigns,Call/Chat Messaging,8/26/2021,General,Liaise with Alpha to develop BE Ransomware assets and brochure
Greater China,China,17507699,Platinum,No,Y,Beijing uniwise technology Co.Ltd,Partner,Non Marketing,Emails,8/26/2021,General,Inform and ask partner to check Alpha issued fapiao
Greater China,Taiwan,25534,Platinum,No,Y,SYSTEX CORPORATION,Partner,Non Marketing,Emails,8/26/2021,General,Inform and ask partner to check Alpha issued fapiao
Greater China,Hong Kong,7366,Gold,No,Y,Automated Systems (HK) Ltd,Partner,PRM related activities,Emails,8/27/2021,General,Liaise with partner on FY21Q4 activity submission
Greater China,China,19729,Gold,No,Y,"Beijing Sinoage Technology Development Co., Ltd.",Partner,PRM related activities,Call/Chat Messaging,8/27/2021,General,"Liaise with partner on FY21Q4 activity submission, clarify partner's question on claim submission materials "
Greater China,China,15245,Platinum,No,Y,"Beijing Com&Lan Tech. Corp., Ltd",Partner,PRM related activities,Call/Chat Messaging,8/27/2021,General,Liaise with partner on FY21Q4 activity submission
Greater China,Taiwan,67941,Platinum,No,Y,GENESIS TECHNOLOGY INC,Partner,PRM related activities,Emails,8/27/2021,General,Liaise with partner on FY21Q4 activity submission
Greater China,China,30807687,Platinum,No,Y,BEYONDWINET INFORMATION TECHNOLOGY,Partner,PRM related activities,Call/Chat Messaging,8/27/2021,General,Chase partner submit FY21Q4 Activity Request
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,VPDF Planning,Call/Chat Messaging,8/30/2021,General,Update Jessica and Alfred PSM on FY22Q1 marketing plan status
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,Marketing Campaigns,Call/Chat Messaging,8/30/2021,General,Liaise with Alpha to develop BE Ransomware assets and brochure
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,Marketing Campaigns,Call/Chat Messaging,8/30/2021,General,Chase Varun on BE DPP asset
Greater China,China,31627735,Gold,No,N,JiNan RunNuo Information technology co. LTD,Partner,PRM related activities,Call/Chat Messaging,8/30/2021,General,Liaise on FY21Q4 Activity Request submission
Greater China,China,30807687,Platinum,No,Y,BEYONDWINET INFORMATION TECHNOLOGY,Partner,PRM related activities,Call/Chat Messaging,8/30/2021,General,Liaise on FY21Q4 Activity Request submission
Greater China,China,30807687,Platinum,No,Y,BEYONDWINET INFORMATION TECHNOLOGY,Veritas Channel Ops,PRM related activities,Call/Chat Messaging,8/30/2021,Escalations,Escalate claim amount Oracle issue for Activity ID 413174
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,PRM related activities,Call/Chat Messaging,8/30/2021,General,Feedback OR Supercharge Power BI to Matt Blades
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,PRM related activities,Webex/MS Teams,8/30/2021,General,Discuss with Daisy and Hong Yue to plan Sales Play webinar
Greater China,China,65999,Distribution Partner,No,Y,"VSTECS (SHANGHAI) TECHNOLOGY CO., LTD",Partner,Non Marketing,Call/Chat Messaging,8/30/2021,General,Clarify partner question on claim fapiao
Greater China,China,30807687,Platinum,No,Y,BEYONDWINET INFORMATION TECHNOLOGY,Partner,PRM related activities,Call/Chat Messaging,8/31/2021,Escalations,Clarify partner question on claim submission and liaise on activity submission
Greater China,China,30807687,Platinum,No,Y,BEYONDWINET INFORMATION TECHNOLOGY,Partner,Non Marketing,Call/Chat Messaging,9/1/2021,Escalations,Escalate partner's claim system issue
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,Marketing Campaigns,Call/Chat Messaging,9/1/2021,General,Liaise with Alpha to develop BE Ransomware assets and brochure
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,Regional Reporting,Call/Chat Messaging,9/1/2021,General,Monthly team call with Alice and Cherise
Greater China,Taiwan,67941,Platinum,No,Y,GENESIS TECHNOLOGY INC,Partner,PRM related activities,Call/Chat Messaging,9/1/2021,General,Chase partner to submit Activity ID 413772 attachment
Greater China,China,19729,Gold,No,Y,"Beijing Sinoage Technology Development Co., Ltd.",Partner,Non Marketing,Call/Chat Messaging,9/1/2021,General,Liaise fapiao issue for claim ID 510480
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,PRM related activities,Webex/MS Teams,9/1/2021,General,Liaise with all PSM and DSM to utilize FY21Q4 unplanned amount 
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,PRM related activities,Emails,9/1/2021,General,Liaise with SE Liu Hong Yue to prepare Sales Play webinar
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,Regional Reporting,Emails,9/1/2021,General,Send out weekly report
Greater China,China,30807687,Platinum,No,Y,BEYONDWINET INFORMATION TECHNOLOGY,Partner,Non Marketing,Call/Chat Messaging,9/2/2021,Escalations,Escalate partner's Claim ID 511062 system issue
Greater China,Taiwan,67941,Platinum,No,Y,GENESIS TECHNOLOGY INC,Partner,PRM related activities,Call/Chat Messaging,9/2/2021,General,Confirm on Activity ID 413772 submission
Greater China,Hong Kong,18582,Distribution Partner,No,Y,ACW Distribution (HK) Ltd,Partner,Non Marketing,Emails,9/2/2021,General,Help solve Oracle interface system issue
Greater China,China,19729,Gold,No,Y,"Beijing Sinoage Technology Development Co., Ltd.",Partner,Non Marketing,Call/Chat Messaging,9/2/2021,General,Liaise fapiao question for claim ID 510480
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,PRM related activities,Emails,9/2/2021,General,Liaise with agency Anrui to schdule wechat sales play webinar invite
Greater China,China,31627735,Gold,No,N,JiNan RunNuo Information technology co. LTD,Partner,PRM related activities,Emails,9/3/2021,General,Liaise with partner on Claim ID 510891  submission
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,Regional Reporting,Webex/MS Teams,9/3/2021,General,Call with Alice for JMP briefing
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,Marketing Campaigns,Call/Chat Messaging,9/3/2021,General,Liaise with agency Alpha for BE assets development
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,PRM related activities,Call/Chat Messaging,9/3/2021,General,Liaise with Daisy to review sales play webinar eDM
Greater China,China,19729,Gold,No,Y,"Beijing Sinoage Technology Development Co., Ltd.",Partner,Non Marketing,Emails,9/6/2021,General,Approve partner issued fapiao
Greater China,Taiwan,25534,Platinum,No,Y,SYSTEX CORPORATION,Partner,PRM related activities,Emails,9/6/2021,General,Provide partner claim materials
Greater China,China,50751,Platinum,No,Y,Systex Rainbow Tech Inc,Veritas Channel Ops,VPDF Planning,Call/Chat Messaging,9/6/2021,General,Liaise with PSM to change Activity ID 412812 marketing plan
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,PRM related activities,Emails,9/6/2021,General,Feedback to Jennifer Robertson on V1385 source files 
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,PRM related activities,Emails,9/6/2021,General,Feedback to Matt Blades on Supercharge PowerBI
Greater China,China,36522337,Distribution Partner,No,Y,Beijing Digital China Limited,Veritas Channel Ops,PRM related activities,Call/Chat Messaging,9/6/2021,General,Follow up with DSM on demo appliance PO update
Greater China,China,30807687,Platinum,No,Y,BEYONDWINET INFORMATION TECHNOLOGY,Partner,PRM related activities,Call/Chat Messaging,9/6/2021,General,Clarify partner's question on Claim ID 511062 approval status
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,Marketing Campaigns,Emails,9/6/2021,General,Liaise with Chris on BE asset translation
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,PRM related activities,Emails,9/6/2021,General,Liaise with Elaine on sales play webinar invite Flexicomm 
Greater China,Macao,36521366,Gold,No,Y,VASTCOM TECHNOLOGY LTD,Partner,PRM related activities,Emails,9/6/2021,General,Inform partner to submit expiring claims
Greater China,China,36522337,Distribution Partner,No,Y,Beijing Digital China Limited,Partner,PRM related activities,Call/Chat Messaging,9/6/2021,General,Inform partner to submit expiring claims
Greater China,China,15245,Platinum,No,Y,"Beijing Com&Lan Tech. Corp., Ltd",Partner,PRM related activities,Call/Chat Messaging,9/6/2021,General,Inform partner to submit expiring claims
Greater China,China,66004,Gold,No,Y,Beijing Teamsun Technology Co Ltd,Partner,PRM related activities,Call/Chat Messaging,9/6/2021,General,Inform partner to submit expiring claims
Greater China,China,17507699,Platinum,No,Y,Beijing uniwise technology Co.Ltd,Partner,PRM related activities,Call/Chat Messaging,9/6/2021,General,Inform partner to submit expiring claims
Greater China,China,30807687,Platinum,No,Y,BEYONDWINET INFORMATION TECHNOLOGY,Partner,PRM related activities,Call/Chat Messaging,9/6/2021,General,Inform partner to submit expiring claims
Greater China,China,26547723,Gold,No,N,"Shanghai Cloudway Information Technology Co.,Ltd",Partner,PRM related activities,Call/Chat Messaging,9/6/2021,General,Inform partner to submit expiring claims
Greater China,China,65999,Distribution Partner,No,Y,"VSTECS (SHANGHAI) TECHNOLOGY CO., LTD",Partner,PRM related activities,Call/Chat Messaging,9/6/2021,General,Inform partner to submit expiring claims
Greater China,China,3417735,Gold,No,Y,"Shanghai Linkwit InformationTechnologyCo., Ltd",Partner,VPDF Planning,Call/Chat Messaging,9/6/2021,General,Inform partner to submit expiring claims. Discuss with partner to change marketing plan for customer event due to COVID.
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,Regional Reporting,Emails,9/6/2021,General,Send claim tracker report to PSM and DSM
Greater China,China,36522337,Distribution Partner,No,Y,Beijing Digital China Limited,Veritas Channel Ops,PRM related activities,Call/Chat Messaging,9/7/2021,Escalations,Escalate DSM to submit invoice for Claim ID 510942
